FY,Month (abbv),Component,Region,Land Filter,Area of Responsibility,Drug Type,Count of Event,Sum Qty (lbs)
2020,MAY,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Fentanyl,30,59.53872191
2020,MAY,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Heroin,12,16.34904043
2020,MAY,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Ketamine,1,0.18787794
2020,MAY,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Marijuana,20,250.3515214
2020,MAY,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Methamphetamine,54,823.2590854
2020,MAY,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Other Drugs**,19,14.3749111
2020,MAY,Office of Field Operations,Southwest Border,Other,EL PASO FIELD OFFICE,Methamphetamine,1,0.001322774
2020,MAY,Office of Field Operations,Southwest Border,Other,EL PASO FIELD OFFICE,Other Drugs**,2,0.020282528
2020,MAY,Office of Field Operations,Southwest Border,Other,LAREDO FIELD OFFICE,Marijuana,1,1205.046724
2020,MAY,Office of Field Operations,Southwest Border,Other,LAREDO FIELD OFFICE,Other Drugs**,2,6.089167676
2020,MAY,Office of Field Operations,Southwest Border,Other,SAN DIEGO FIELD OFFICE,Cocaine,1,0.000881849
2020,MAY,Office of Field Operations,Southwest Border,Other,SAN DIEGO FIELD OFFICE,Methamphetamine,2,1.333796685
2020,MAY,Office of Field Operations,Southwest Border,Other,TUCSON FIELD OFFICE,Fentanyl,2,0.254192988
2020,MAY,Office of Field Operations,Southwest Border,Other,TUCSON FIELD OFFICE,Marijuana,7,61.55734052
2020,MAY,Office of Field Operations,Southwest Border,Other,TUCSON FIELD OFFICE,Methamphetamine,3,0.095217651
2020,MAY,U.S. Border Patrol,Coastal/Interior,Other,MIAMI SECTOR,Cocaine,14,9.9478
2020,MAY,U.S. Border Patrol,Coastal/Interior,Other,MIAMI SECTOR,Ecstasy,3,0.0494
2020,MAY,U.S. Border Patrol,Coastal/Interior,Other,MIAMI SECTOR,Marijuana,4,207.6141
2020,MAY,U.S. Border Patrol,Coastal/Interior,Other,MIAMI SECTOR,Methamphetamine,2,93.1686
2020,MAY,U.S. Border Patrol,Coastal/Interior,Other,MIAMI SECTOR,Other Drugs**,2,4.41
2020,MAY,U.S. Border Patrol,Coastal/Interior,Other,NEW ORLEANS SECTOR,Ecstasy,1,0.0007
2020,MAY,U.S. Border Patrol,Northern Border,Land Only,BLAINE SECTOR,Marijuana,2,496.6622
2020,MAY,U.S. Border Patrol,Northern Border,Land Only,DETROIT SECTOR,Marijuana,11,1.6086
2020,MAY,U.S. Border Patrol,Northern Border,Land Only,DETROIT SECTOR,Other Drugs**,1,0.0028
2020,MAY,U.S. Border Patrol,Northern Border,Land Only,GRAND FORKS SECTOR,Marijuana,1,0.0683
2020,MAY,U.S. Border Patrol,Northern Border,Land Only,GRAND FORKS SECTOR,Other Drugs**,1,0.1328
2020,MAY,U.S. Border Patrol,Northern Border,Land Only,HOULTON SECTOR,Cocaine,1,0.0368
2020,MAY,U.S. Border Patrol,Northern Border,Land Only,HOULTON SECTOR,Fentanyl,1,0.0507
2020,MAY,U.S. Border Patrol,Northern Border,Land Only,HOULTON SECTOR,Marijuana,6,0.5267
2020,MAY,U.S. Border Patrol,Northern Border,Land Only,SPOKANE SECTOR,Cocaine,2,0.6344
2020,MAY,U.S. Border Patrol,Northern Border,Land Only,SPOKANE SECTOR,Marijuana,1,2.258
2020,MAY,U.S. Border Patrol,Northern Border,Land Only,SPOKANE SECTOR,Methamphetamine,1,0.0022
2020,MAY,U.S. Border Patrol,Northern Border,Land Only,SWANTON SECTOR,Cocaine,1,0.0011
2020,MAY,U.S. Border Patrol,Northern Border,Land Only,SWANTON SECTOR,Heroin,1,0.0042
2020,MAY,U.S. Border Patrol,Northern Border,Land Only,SWANTON SECTOR,Marijuana,10,562.6115
2020,MAY,U.S. Border Patrol,Northern Border,Land Only,SWANTON SECTOR,Other Drugs**,4,0.0523
2020,MAY,U.S. Border Patrol,Southwest Border,Land Only,BIG BEND SECTOR,Cocaine,3,22.5821
2020,MAY,U.S. Border Patrol,Southwest Border,Land Only,BIG BEND SECTOR,Ecstasy,1,0.0028
2020,MAY,U.S. Border Patrol,Southwest Border,Land Only,BIG BEND SECTOR,Marijuana,29,1911.5494
2020,MAY,U.S. Border Patrol,Southwest Border,Land Only,BIG BEND SECTOR,Methamphetamine,4,49.4769
2020,MAY,U.S. Border Patrol,Southwest Border,Land Only,BIG BEND SECTOR,Other Drugs**,4,0.2771
2020,MAY,U.S. Border Patrol,Southwest Border,Land Only,DEL RIO SECTOR,Cocaine,3,0.0018
2020,MAY,U.S. Border Patrol,Southwest Border,Land Only,DEL RIO SECTOR,Marijuana,7,25.429
2020,MAY,U.S. Border Patrol,Southwest Border,Land Only,DEL RIO SECTOR,Methamphetamine,5,13.9108
2020,MAY,U.S. Border Patrol,Southwest Border,Land Only,DEL RIO SECTOR,Other Drugs**,1,0.0198
2020,MAY,U.S. Border Patrol,Southwest Border,Land Only,EL CENTRO SECTOR,Cocaine,2,24.5907
2020,MAY,U.S. Border Patrol,Southwest Border,Land Only,EL CENTRO SECTOR,Fentanyl,1,0.0289
2020,MAY,U.S. Border Patrol,Southwest Border,Land Only,EL CENTRO SECTOR,Heroin,2,0.0153
2020,MAY,U.S. Border Patrol,Southwest Border,Land Only,EL CENTRO SECTOR,Marijuana,12,1.0714
2020,MAY,U.S. Border Patrol,Southwest Border,Land Only,EL CENTRO SECTOR,Methamphetamine,20,92.7563
2020,MAY,U.S. Border Patrol,Southwest Border,Land Only,EL CENTRO SECTOR,Other Drugs**,2,0.0454
2020,MAY,U.S. Border Patrol,Southwest Border,Land Only,EL PASO SECTOR,Cocaine,6,0.0284
2020,MAY,U.S. Border Patrol,Southwest Border,Land Only,EL PASO SECTOR,Fentanyl,1,0.595
2020,MAY,U.S. Border Patrol,Southwest Border,Land Only,EL PASO SECTOR,Marijuana,47,408.024
2020,MAY,U.S. Border Patrol,Southwest Border,Land Only,EL PASO SECTOR,Methamphetamine,14,13.4653
2020,MAY,U.S. Border Patrol,Southwest Border,Land Only,EL PASO SECTOR,Other Drugs**,12,12.7985
2020,MAY,U.S. Border Patrol,Southwest Border,Land Only,LAREDO SECTOR,Cocaine,4,9.9225
2020,MAY,U.S. Border Patrol,Southwest Border,Land Only,LAREDO SECTOR,Heroin,2,0.0001
2020,MAY,U.S. Border Patrol,Southwest Border,Land Only,LAREDO SECTOR,Marijuana,13,1301.9499
2020,MAY,U.S. Border Patrol,Southwest Border,Land Only,LAREDO SECTOR,Methamphetamine,4,3.0136
2020,MAY,U.S. Border Patrol,Southwest Border,Land Only,LAREDO SECTOR,Other Drugs**,3,0.4057
2020,MAY,U.S. Border Patrol,Southwest Border,Land Only,RIO GRANDE VALLEY SECTOR,Cocaine,9,141.1473
2020,MAY,U.S. Border Patrol,Southwest Border,Land Only,RIO GRANDE VALLEY SECTOR,Ecstasy,1,0.0176
2020,MAY,U.S. Border Patrol,Southwest Border,Land Only,RIO GRANDE VALLEY SECTOR,Marijuana,98,9954.5545
2020,MAY,U.S. Border Patrol,Southwest Border,Land Only,RIO GRANDE VALLEY SECTOR,Methamphetamine,5,259.6255
2020,MAY,U.S. Border Patrol,Southwest Border,Land Only,RIO GRANDE VALLEY SECTOR,Other Drugs**,16,10.0145
2020,MAY,U.S. Border Patrol,Southwest Border,Land Only,SAN DIEGO SECTOR,Cocaine,5,5.2225
2020,MAY,U.S. Border Patrol,Southwest Border,Land Only,SAN DIEGO SECTOR,Fentanyl,2,0.5644
2020,MAY,U.S. Border Patrol,Southwest Border,Land Only,SAN DIEGO SECTOR,Heroin,9,18.239
2020,MAY,U.S. Border Patrol,Southwest Border,Land Only,SAN DIEGO SECTOR,Marijuana,13,28.3897
2020,MAY,U.S. Border Patrol,Southwest Border,Land Only,SAN DIEGO SECTOR,Methamphetamine,15,161.7379
2020,MAY,U.S. Border Patrol,Southwest Border,Land Only,SAN DIEGO SECTOR,Other Drugs**,3,0.1777
2020,MAY,U.S. Border Patrol,Southwest Border,Land Only,TUCSON SECTOR,Cocaine,3,5.1384
2020,MAY,U.S. Border Patrol,Southwest Border,Land Only,TUCSON SECTOR,Fentanyl,10,15.9008
2020,MAY,U.S. Border Patrol,Southwest Border,Land Only,TUCSON SECTOR,Heroin,7,9.617
2020,MAY,U.S. Border Patrol,Southwest Border,Land Only,TUCSON SECTOR,Marijuana,75,2966.1851
2020,MAY,U.S. Border Patrol,Southwest Border,Land Only,TUCSON SECTOR,Methamphetamine,19,150.8079
2020,MAY,U.S. Border Patrol,Southwest Border,Land Only,TUCSON SECTOR,Other Drugs**,5,0.0638
2020,MAY,U.S. Border Patrol,Southwest Border,Land Only,YUMA SECTOR,Cocaine,4,25.1978
2020,MAY,U.S. Border Patrol,Southwest Border,Land Only,YUMA SECTOR,Fentanyl,4,2.9506
2020,MAY,U.S. Border Patrol,Southwest Border,Land Only,YUMA SECTOR,Heroin,1,0.0147
2020,MAY,U.S. Border Patrol,Southwest Border,Land Only,YUMA SECTOR,Marijuana,82,1106.9775
2020,MAY,U.S. Border Patrol,Southwest Border,Land Only,YUMA SECTOR,Methamphetamine,20,107.6522
2020,MAY,U.S. Border Patrol,Southwest Border,Land Only,YUMA SECTOR,Other Drugs**,9,2.7566
2020,NOV,Office of Field Operations,Coastal/Interior,Other,ATLANTA FIELD OFFICE,Cocaine,4,36.80595418
2020,NOV,Office of Field Operations,Coastal/Interior,Other,ATLANTA FIELD OFFICE,Khat (Catha Edulis),2,722.0139081
2020,NOV,Office of Field Operations,Coastal/Interior,Other,ATLANTA FIELD OFFICE,Marijuana,6,0.695800945
2020,NOV,Office of Field Operations,Coastal/Interior,Other,ATLANTA FIELD OFFICE,Other Drugs**,4,0.314908295
2020,NOV,Office of Field Operations,Coastal/Interior,Other,BALTIMORE FIELD OFFICE,Cocaine,1,62.36877392
2020,NOV,Office of Field Operations,Coastal/Interior,Other,BALTIMORE FIELD OFFICE,Ecstasy,11,1.647955408
2020,NOV,Office of Field Operations,Coastal/Interior,Other,BALTIMORE FIELD OFFICE,Ketamine,1,0.031746566
2020,NOV,Office of Field Operations,Coastal/Interior,Other,BALTIMORE FIELD OFFICE,Lsd,3,0.091491839
2020,NOV,Office of Field Operations,Coastal/Interior,Other,BALTIMORE FIELD OFFICE,Marijuana,44,45.16090071
2020,NOV,Office of Field Operations,Coastal/Interior,Other,BALTIMORE FIELD OFFICE,Methamphetamine,1,0.050044933
2020,NOV,Office of Field Operations,Coastal/Interior,Other,BALTIMORE FIELD OFFICE,Other Drugs**,36,26.56371841
2020,NOV,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Cocaine,18,56.99963599
2020,NOV,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Ecstasy,132,31.38566901
2020,NOV,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Fentanyl,1,0.243390337
2020,NOV,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Heroin,4,95.39997325
2020,NOV,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Ketamine,16,0.671748512
2020,NOV,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Khat (Catha Edulis),1,38.69112698
2020,NOV,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Lsd,3,0.042549217
2020,NOV,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Marijuana,117,1263.592616
2020,NOV,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Methamphetamine,13,132.0549108
2020,NOV,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Other Drugs**,263,370.9783078
2020,NOV,Office of Field Operations,Coastal/Interior,Other,HOUSTON FIELD OFFICE,Cocaine,4,36.02529731
2020,NOV,Office of Field Operations,Coastal/Interior,Other,HOUSTON FIELD OFFICE,Ecstasy,1,3.373072609
2020,NOV,Office of Field Operations,Coastal/Interior,Other,HOUSTON FIELD OFFICE,Heroin,1,0.791459521
2020,NOV,Office of Field Operations,Coastal/Interior,Other,HOUSTON FIELD OFFICE,Marijuana,51,60.91054833
2020,NOV,Office of Field Operations,Coastal/Interior,Other,HOUSTON FIELD OFFICE,Other Drugs**,22,4.26612114
2020,NOV,Office of Field Operations,Coastal/Interior,Other,LOS ANGELES FIELD OFFICE,Cocaine,3,10.98475267
2020,NOV,Office of Field Operations,Coastal/Interior,Other,LOS ANGELES FIELD OFFICE,Ecstasy,9,6.160817912
2020,NOV,Office of Field Operations,Coastal/Interior,Other,LOS ANGELES FIELD OFFICE,Heroin,2,0.234682078
2020,NOV,Office of Field Operations,Coastal/Interior,Other,LOS ANGELES FIELD OFFICE,Ketamine,1,0.010361726
2020,NOV,Office of Field Operations,Coastal/Interior,Other,LOS ANGELES FIELD OFFICE,Marijuana,131,129.4808595
2020,NOV,Office of Field Operations,Coastal/Interior,Other,LOS ANGELES FIELD OFFICE,Methamphetamine,11,34.99293867
2020,NOV,Office of Field Operations,Coastal/Interior,Other,LOS ANGELES FIELD OFFICE,Other Drugs**,21,24.91373475
2020,NOV,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Cocaine,24,528.7150439
2020,NOV,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Ecstasy,25,8.137372322
2020,NOV,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Fentanyl,5,0.019400679
2020,NOV,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Ketamine,10,6.741449371
2020,NOV,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Khat (Catha Edulis),5,105.6896084
2020,NOV,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Lsd,23,0.105160499
2020,NOV,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Marijuana,65,19.19093126
2020,NOV,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Methamphetamine,2,0.007495717
2020,NOV,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Other Drugs**,244,314.9308042
2020,NOV,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Cocaine,6,3.324813419
2020,NOV,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Fentanyl,2,17.85744322
2020,NOV,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Heroin,2,171.629871
2020,NOV,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Ketamine,4,0.153221272
2020,NOV,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Marijuana,19,37.54985999
2020,NOV,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Methamphetamine,8,362.6228322
2020,NOV,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Other Drugs**,101,543.1751416
2020,NOV,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Cocaine,5,25.4920734
2020,NOV,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Ecstasy,108,83.87023787
2020,NOV,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Fentanyl,1,0.015432358
2020,NOV,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Ketamine,2,9.889937073
2020,NOV,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Khat (Catha Edulis),2,1500.422063
2020,NOV,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Lsd,8,0.033069339
2020,NOV,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Marijuana,16,15.68337667
2020,NOV,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Methamphetamine,3,0.213848394
2020,NOV,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Other Drugs**,562,1453.672026
2020,NOV,Office of Field Operations,Coastal/Interior,Other,PRECLEARANCE FIELD OFFICE,Ecstasy,1,0.001124358
2020,NOV,Office of Field Operations,Coastal/Interior,Other,PRECLEARANCE FIELD OFFICE,Heroin,1,0.002204623
2020,NOV,Office of Field Operations,Coastal/Interior,Other,PRECLEARANCE FIELD OFFICE,Marijuana,12,1.08729783
2020,NOV,Office of Field Operations,Coastal/Interior,Other,PRECLEARANCE FIELD OFFICE,Methamphetamine,1,0.011023113
2020,NOV,Office of Field Operations,Coastal/Interior,Other,PRECLEARANCE FIELD OFFICE,Other Drugs**,8,0.661849757
2020,NOV,Office of Field Operations,Coastal/Interior,Other,SAN FRANCISCO FIELD OFFICE,Cocaine,4,2.730843993
2020,NOV,Office of Field Operations,Coastal/Interior,Other,SAN FRANCISCO FIELD OFFICE,Ecstasy,49,23.05559062
2020,NOV,Office of Field Operations,Coastal/Interior,Other,SAN FRANCISCO FIELD OFFICE,Fentanyl,1,0.025926362
2020,NOV,Office of Field Operations,Coastal/Interior,Other,SAN FRANCISCO FIELD OFFICE,Ketamine,2,9.945052639
2020,NOV,Office of Field Operations,Coastal/Interior,Other,SAN FRANCISCO FIELD OFFICE,Khat (Catha Edulis),1,9.112587138
2020,NOV,Office of Field Operations,Coastal/Interior,Other,SAN FRANCISCO FIELD OFFICE,Lsd,16,68.17019425
2020,NOV,Office of Field Operations,Coastal/Interior,Other,SAN FRANCISCO FIELD OFFICE,Marijuana,48,93.4843987
2020,NOV,Office of Field Operations,Coastal/Interior,Other,SAN FRANCISCO FIELD OFFICE,Methamphetamine,5,7.855886105
2020,NOV,Office of Field Operations,Coastal/Interior,Other,SAN FRANCISCO FIELD OFFICE,Other Drugs**,122,587.0108877
2020,NOV,Office of Field Operations,Coastal/Interior,Other,SAN JUAN FIELD OFFICE,Cocaine,16,39.59634503
2020,NOV,Office of Field Operations,Coastal/Interior,Other,SAN JUAN FIELD OFFICE,Ecstasy,4,0.022487151
2020,NOV,Office of Field Operations,Coastal/Interior,Other,SAN JUAN FIELD OFFICE,Marijuana,46,52.2632468
2020,NOV,Office of Field Operations,Coastal/Interior,Other,SAN JUAN FIELD OFFICE,Other Drugs**,15,16.1202006
2020,NOV,Office of Field Operations,Coastal/Interior,Other,TAMPA FIELD OFFICE,Ecstasy,4,0.105755747
2020,NOV,Office of Field Operations,Coastal/Interior,Other,TAMPA FIELD OFFICE,Khat (Catha Edulis),1,498.2447121
2020,NOV,Office of Field Operations,Coastal/Interior,Other,TAMPA FIELD OFFICE,Marijuana,67,3.514168456
2020,NOV,Office of Field Operations,Coastal/Interior,Other,TAMPA FIELD OFFICE,Methamphetamine,1,0.016093745
2020,NOV,Office of Field Operations,Coastal/Interior,Other,TAMPA FIELD OFFICE,Other Drugs**,14,1.202621639
2020,NOV,Office of Field Operations,Northern Border,Land Only,BOSTON FIELD OFFICE,Cocaine,2,0.013249782
2020,NOV,Office of Field Operations,Northern Border,Land Only,BOSTON FIELD OFFICE,Marijuana,26,3.392561473
2020,NOV,Office of Field Operations,Northern Border,Land Only,BOSTON FIELD OFFICE,Other Drugs**,5,0.15434563
2020,NOV,Office of Field Operations,Northern Border,Land Only,BUFFALO FIELD OFFICE,Cocaine,4,0.096562471
2020,NOV,Office of Field Operations,Northern Border,Land Only,BUFFALO FIELD OFFICE,Ecstasy,1,0.012345887
2020,NOV,Office of Field Operations,Northern Border,Land Only,BUFFALO FIELD OFFICE,Khat (Catha Edulis),1,0.403005015
2020,NOV,Office of Field Operations,Northern Border,Land Only,BUFFALO FIELD OFFICE,Lsd,1,0.007936641
2020,NOV,Office of Field Operations,Northern Border,Land Only,BUFFALO FIELD OFFICE,Marijuana,60,6.490188531
2020,NOV,Office of Field Operations,Northern Border,Land Only,BUFFALO FIELD OFFICE,Other Drugs**,12,2.044809526
2020,NOV,Office of Field Operations,Northern Border,Land Only,DETROIT FIELD OFFICE,Cocaine,1,0.019775465
2020,NOV,Office of Field Operations,Northern Border,Land Only,DETROIT FIELD OFFICE,Ecstasy,1,0.13628977
2020,NOV,Office of Field Operations,Northern Border,Land Only,DETROIT FIELD OFFICE,Marijuana,53,3.330633623
2020,NOV,Office of Field Operations,Northern Border,Land Only,DETROIT FIELD OFFICE,Other Drugs**,25,2.524204715
2020,NOV,Office of Field Operations,Northern Border,Land Only,SEATTLE FIELD OFFICE,Ecstasy,2,0.004188783
2020,NOV,Office of Field Operations,Northern Border,Land Only,SEATTLE FIELD OFFICE,Lsd,1,0.001102311
2020,NOV,Office of Field Operations,Northern Border,Land Only,SEATTLE FIELD OFFICE,Marijuana,49,3.557070412
2020,NOV,Office of Field Operations,Northern Border,Land Only,SEATTLE FIELD OFFICE,Methamphetamine,2,0.007716179
2020,NOV,Office of Field Operations,Northern Border,Land Only,SEATTLE FIELD OFFICE,Other Drugs**,5,0.151545759
2020,NOV,Office of Field Operations,Northern Border,Other,BOSTON FIELD OFFICE,Marijuana,1,12.52225648
2020,NOV,Office of Field Operations,Northern Border,Other,BOSTON FIELD OFFICE,Other Drugs**,2,0.220462262
2020,NOV,Office of Field Operations,Northern Border,Other,BUFFALO FIELD OFFICE,Lsd,5,0.024691773
2020,NOV,Office of Field Operations,Northern Border,Other,BUFFALO FIELD OFFICE,Marijuana,6,0.324961374
2020,NOV,Office of Field Operations,Northern Border,Other,BUFFALO FIELD OFFICE,Other Drugs**,10,0.221564573
2020,NOV,Office of Field Operations,Northern Border,Other,DETROIT FIELD OFFICE,Ecstasy,6,0.615067665
2020,NOV,Office of Field Operations,Northern Border,Other,DETROIT FIELD OFFICE,Fentanyl,1,0.002292808
2020,NOV,Office of Field Operations,Northern Border,Other,DETROIT FIELD OFFICE,Lsd,58,0.370001814
2020,NOV,Office of Field Operations,Northern Border,Other,DETROIT FIELD OFFICE,Marijuana,57,13.7419419
2020,NOV,Office of Field Operations,Northern Border,Other,DETROIT FIELD OFFICE,Other Drugs**,144,10.64649742
2020,NOV,Office of Field Operations,Northern Border,Other,PORTLAND FIELD OFFICE,Marijuana,2,0.239201554
2020,NOV,Office of Field Operations,Northern Border,Other,PORTLAND FIELD OFFICE,Other Drugs**,8,72.63129222
2020,NOV,Office of Field Operations,Northern Border,Other,SEATTLE FIELD OFFICE,Ecstasy,2,0.004629708
2020,NOV,Office of Field Operations,Northern Border,Other,SEATTLE FIELD OFFICE,Lsd,16,0.199297885
2020,NOV,Office of Field Operations,Northern Border,Other,SEATTLE FIELD OFFICE,Marijuana,23,16.97336751
2020,NOV,Office of Field Operations,Northern Border,Other,SEATTLE FIELD OFFICE,Other Drugs**,42,5.54526523
2020,NOV,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Cocaine,10,97.35855998
2020,NOV,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Ecstasy,1,0.004188783
